title,release_year,genres,budget,revenue,roi,imdb_score
Baaghi 3,2020,One-Person Army Action,550000000,16726510,-0.97,2.2
A Father's Heart,2022,Documentary,200000,628944,2.14,8
Kung Fu Panda 3,2016,Animal Adventure,145000000,521170825,2.59,7.1
Terrifier 2,2022,Slasher Horror,250000,15741780,61.97,6.1
Spider-Man: Homecoming,2017,Superhero,175000000,880960014,4.03,7.4
As I Open My Eyes,2015,Drama,792932,50721,-0.94,6.7
Mayhem!,2023,Martial Arts,4920000,1574136,-0.68,6.3
No Escape,2015,Action,16200000,54418872,2.36,6.7
Wicked,2024,Fairy Tale,150000000,742948120,3.95,7.5
Killers of the Flower Moon,2023,Epic,200000000,158772599,-0.21,7.6
Nobody's Fool,2018,Comedy,19000000,33705333,0.77,5
The Lost City of Z,2017,Adventure Epic,30000000,19263938,-0.36,6.6
Hidden Figures,2017,Docudrama,25000000,235957472,8.44,7.8
Past Lives,2023,Korean Drama,12000000,42677159,2.56,7.8
Migration,2023,Animal Adventure,70000000,300187799,3.29,6.6
Minions,2015,Computer Animation,74000000,1159457503,14.67,6.4
Gran Turismo,2023,Car Action,60000000,122076738,1.03,7.1
Black Christmas,2019,Conspiracy Thriller,5000000,18529730,2.71,3.5
Meet the Blacks,2016,Parody,900000,9097072,9.11,4.8
Captive State,2019,Action,25000000,8808611,-0.65,6
The Wheels of Heaven,2025,Sci-Fi,1200000,41421,-0.97,6.7
Jimmy Vestvood: Amerikan Hero,2016,Comedy,500000,290080,-0.42,5.1
The Man from Outer Space,2017,Sci-Fi,100000,20102,-0.8,4.4
Paddington 2,2018,Animal Adventure,40000000,290132513,6.25,7.8
The Edge of Seventeen,2016,Coming-of-Age,9000000,19370020,1.15,7.3
Morbius,2022,Superhero,75000000,167460961,1.23,5.1
Backstreet Boys: Show 'Em What You're Made Of,2015,Documentary,1000000,153068,-0.85,7.5
"Hare Krishna! The Mantra, the Movement and the Swami Who Started It",2017,Documentary,10000000,163386,-0.98,7.8
Disco Boy,2023,Drama,3500000,328587,-0.91,6.3
Sicario: Day of the Soldado,2018,Drug Crime,35000000,75837743,1.17,7.1
A United Kingdom,2017,Biography,14000000,14459330,0.03,6.9
Assassin's Creed,2016,Action,125000000,240697856,0.93,5.6
Legend of the Naga Pearls,2017,Action,38000000,17274695,-0.55,5.5
Unfinished Business,2015,Comedy,35000000,14431253,-0.59,5.4
Death of a Nation,2018,Documentary,6000000,5885881,-0.02,4.1
A-X-L,2018,Action,10000000,8467697,-0.15,5.3
Get Hard,2015,Comedy,40000000,111811453,1.8,6
Voiceless,2015,Thriller,500000,419952,-0.16,2.3
Tanhaji: The Unsung Warrior,2020,Action Epic,21500000,45221814,1.1,7.5
Thoroughbreds,2018,Comedy,6000000,3187255,-0.47,6.6
Clinton Road,2019,Horror,2500000,50400,-0.98,3.1
The Exorcist: Believer,2023,Horror,30000000,136294607,3.54,4.8
Greater,2023,Football,9000000,2000620,-0.78,7.3
The Comedian,2017,Comedy,15000000,1659002,-0.89,5.8
I Am Mother,2019,Artificial Intelligence,5000000,643593,-0.87,6.7
C'mon C'mon,2021,Drama,8300000,4499395,-0.46,7.4
Seoul Searching,2017,Teen Comedy,2100000,18654,-0.99,6.9
Bajirao Mastani,2015,Historical Epic,1250000000,11351628,-0.99,7.3
Paper Towns,2015,Adventure,12000000,85512300,6.13,6.2
Shadow in the Cloud,2021,Monster Horror,10000000,1054290,-0.89,5
Entourage,2015,Dark Comedy,30000000,49263404,0.64,6.5
Office Christmas Party,2016,Holiday Comedy,45000000,114501299,1.54,5.9
The Star,2017,Computer Animation,20000000,63581694,2.18,6.3
Thelma,2017,Drama,47500000,1463727,-0.97,6.9
Gifted,2017,Legal Drama,7000000,43069254,5.15,7.6
The Girl on the Train,2016,Psychological Drama,45000000,173185859,2.85,6.5
Classified,2024,Action,7000000,26868,-1,3.6
Borderlands,2024,Action Epic,115000000,33017367,-0.71,4.7
Badlapur,2015,Action,250000000,409166,-1,7.4
Only in Theaters,2022,Documentary,275000,35093,-0.87,7.2
Babygirl,2024,Erotic Thriller,20000000,64363247,2.22,6
Queen of Katwe,2016,Biography,15000000,10368126,-0.31,7.4
Orphan: First Kill,2022,Psychological Drama,8000000,37083743,3.64,5.9
The Little Prince,2016,Coming-of-Age,81200000,97571250,0.2,7.6
The Youngest Evangelist,2021,Adventure,300000,35750,-0.88,5.4
